user_id,property_id,timestamp,event_type,location_viewed,price_viewed
3,501,2025-12-24 22:27:37.567539,view,Palm Jumeirah,1972542
3,899,2025-12-25 22:27:35.460757,view,Downtown Dubai,763625
4,386,2025-11-30 22:27:32.332195,view,Business Bay,1102276
4,817,2025-12-07 22:27:36.526439,view,Business Bay,549976
4,42,2025-12-11 22:27:34.711013,view,JVC,1032726
4,862,2025-12-14 22:27:37.582497,view,Business Bay,1037977
4,768,2025-12-20 22:27:36.400390,view,JVC,1206673
4,530,2025-12-21 22:27:34.695292,view,Business Bay,1234983
4,916,2025-12-22 22:27:35.791868,view,JVC,631184
4,301,2025-12-22 22:27:36.368381,view,JVC,1173218
4,735,2025-12-25 22:27:35.069159,contact_agent,Business Bay,1112181
4,338,2025-12-26 22:27:37.582497,view,JVC,876794
4,132,2025-12-27 22:27:33.234147,view,Business Bay,1441768
5,906,2025-11-29 22:27:32.152913,view,Business Bay,519477
5,916,2025-11-30 22:27:32.828631,view,JVC,631184
5,131,2025-12-01 22:27:31.856924,view,Marina,914994
5,895,2025-12-01 22:27:36.542092,view,Marina,797675
5,551,2025-12-01 22:27:36.605705,view,JVC,1255612
5,118,2025-12-01 22:27:36.899338,view,Business Bay,1521469
5,150,2025-12-03 22:27:32.046730,view,Palm Jumeirah,595028
5,62,2025-12-04 22:27:36.214007,view,Marina,808449
5,50,2025-12-05 22:27:33.628134,view,Marina,1019165
5,583,2025-12-05 22:27:36.589762,view,Palm Jumeirah,618581
5,950,2025-12-05 22:27:36.759643,view,Marina,595556
5,618,2025-12-06 22:27:35.492085,view,Palm Jumeirah,1179447
5,841,2025-12-06 22:27:36.324648,shortlist,Marina,1968919
5,599,2025-12-09 22:27:36.715861,view,Downtown Dubai,664074
5,675,2025-12-10 22:27:37.867422,shortlist,Business Bay,1797819
5,309,2025-12-12 22:27:35.897847,view,Palm Jumeirah,837913
5,439,2025-12-13 22:27:36.261867,view,Palm Jumeirah,717770
5,197,2025-12-13 22:27:37.167880,view,Business Bay,862455
5,98,2025-12-15 22:27:34.177072,shortlist,JVC,1127220
5,705,2025-12-16 22:27:33.612454,view,Business Bay,1703920
5,585,2025-12-17 22:27:34.285406,view,JVC,838540
5,62,2025-12-19 22:27:37.835300,view,Marina,808449
5,91,2025-12-21 22:27:33.423343,view,Downtown Dubai,1804766
5,503,2025-12-22 22:27:37.329450,view,Marina,1062621
5,833,2025-12-26 22:27:32.015066,shortlist,JVC,1599577
6,406,2025-11-30 22:27:36.810172,shortlist,Marina,1643647
6,686,2025-12-02 22:27:32.749764,view,Marina,624932
6,250,2025-12-02 22:27:37.630182,view,Palm Jumeirah,1147341
6,849,2025-12-03 22:27:32.499467,view,Palm Jumeirah,578077
6,473,2025-12-03 22:27:33.751414,view,Downtown Dubai,1485132
6,429,2025-12-03 22:27:36.341364,view,Business Bay,1135719
6,131,2025-12-04 22:27:36.151287,view,Marina,914994
6,429,2025-12-08 22:27:36.040977,view,Business Bay,1135719
6,9,2025-12-09 22:27:36.358109,view,JVC,914600
6,135,2025-12-09 22:27:36.589762,view,JVC,965982
6,434,2025-12-11 22:27:35.053501,view,JVC,681948
6,655,2025-12-12 22:27:31.919915,shortlist,Palm Jumeirah,1262371
6,675,2025-12-12 22:27:33.548940,view,Business Bay,1797819
6,309,2025-12-13 22:27:36.151287,view,Palm Jumeirah,837913
6,973,2025-12-13 22:27:37.940149,view,Downtown Dubai,1660117
6,740,2025-12-14 22:27:34.208482,view,Palm Jumeirah,1192137
6,50,2025-12-16 22:27:35.413489,view,Marina,1019165
6,627,2025-12-19 22:27:33.751414,view,JVC,1415113
6,99,2025-12-21 22:27:35.507778,view,Business Bay,943316
6,960,2025-12-22 22:27:32.414961,view,Business Bay,1594409
6,386,2025-12-22 22:27:34.035360,view,Business Bay,1102276
6,993,2025-12-22 22:27:35.366371,view,JVC,1588963
6,425,2025-12-25 22:27:34.348710,view,Marina,625438
7,301,2025-11-28 22:27:32.168665,shortlist,JVC,1173218
7,474,2025-11-29 22:27:34.051015,view,JVC,659292
7,904,2025-11-29 22:27:36.794383,view,JVC,1115937
7,320,2025-12-05 22:27:35.302649,view,JVC,1248736
7,301,2025-12-05 22:27:37.341247,view,JVC,1173218
7,855,2025-12-06 22:27:34.864304,view,JVC,1101891
7,769,2025-12-06 22:27:37.151904,view,JVC,1301849
7,222,2025-12-11 22:27:34.145735,view,Business Bay,1249971
7,701,2025-12-18 22:27:31.967677,shortlist,Business Bay,1484156
7,982,2025-12-18 22:27:36.857851,view,Business Bay,1237090
7,627,2025-12-21 22:27:36.794383,view,JVC,1415113
7,982,2025-12-25 22:27:32.282936,view,Business Bay,1237090
7,334,2025-12-25 22:27:32.859951,view,JVC,1328791
7,769,2025-12-26 22:27:36.056661,view,JVC,1301849
7,701,2025-12-26 22:27:36.214007,view,Business Bay,1484156
7,916,2025-12-27 22:27:37.167880,shortlist,JVC,631184
8,46,2025-11-28 22:27:37.436732,view,JVC,788963
8,983,2025-12-01 22:27:35.697261,view,Business Bay,1414565
8,741,2025-12-01 22:27:36.245845,view,JVC,781854
8,658,2025-12-02 22:27:33.249970,view,Business Bay,642980
8,551,2025-12-03 22:27:32.623747,view,JVC,1255612
8,70,2025-12-05 22:27:36.765154,shortlist,Business Bay,1345474
8,222,2025-12-10 22:27:31.847555,view,Business Bay,1249971
8,500,2025-12-11 22:27:37.136251,view,Business Bay,954418
8,354,2025-12-13 22:27:34.895998,view,Business Bay,667647
8,545,2025-12-16 22:27:35.037839,view,JVC,1460652
8,886,2025-12-20 22:27:31.792106,view,JVC,1192924
8,922,2025-12-24 22:27:32.422706,view,JVC,1353392
8,386,2025-12-24 22:27:36.731523,view,Business Bay,1102276
8,240,2025-12-25 22:27:35.429279,view,Business Bay,692512
8,413,2025-12-26 22:27:35.539550,view,Business Bay,841207
8,916,2025-12-27 22:27:36.277680,view,JVC,631184
9,138,2025-11-30 22:27:32.094821,view,Downtown Dubai,1664795
9,991,2025-12-01 22:27:35.993182,view,Downtown Dubai,780833
9,526,2025-12-02 22:27:31.999113,view,JVC,1078526
9,481,2025-12-04 22:27:34.568462,contact_agent,Palm Jumeirah,737199
9,448,2025-12-05 22:27:33.281284,view,Palm Jumeirah,1978768
9,545,2025-12-07 22:27:33.940169,view,JVC,1460652
9,131,2025-12-08 22:27:32.403211,view,Marina,914994
9,439,2025-12-10 22:27:33.112759,view,Palm Jumeirah,717770
9,849,2025-12-11 22:27:37.835300,view,Palm Jumeirah,578077
9,939,2025-12-14 22:27:36.759643,view,Downtown Dubai,983455
9,37,2025-12-16 22:27:35.882131,view,Palm Jumeirah,1078688
9,954,2025-12-17 22:27:32.566481,view,Downtown Dubai,1152755
9,592,2025-12-19 22:27:35.760271,view,Business Bay,1858097
9,855,2025-12-20 22:27:36.365297,view,JVC,1101891
9,611,2025-12-24 22:27:34.927497,view,Downtown Dubai,1306564
9,7,2025-12-25 22:27:36.589762,view,Business Bay,622775
9,730,2025-12-27 22:27:37.899051,view,Palm Jumeirah,1949991
10,115,2025-11-30 22:27:32.542982,contact_agent,Downtown Dubai,1221037
10,274,2025-12-02 22:27:36.198305,view,Palm Jumeirah,1361069
10,977,2025-12-03 22:27:35.021784,view,Palm Jumeirah,1781506
10,705,2025-12-03 22:27:35.791868,view,Business Bay,1703920
10,774,2025-12-07 22:27:32.844287,view,Marina,923177
10,343,2025-12-14 22:27:34.647560,view,JVC,1282877
10,322,2025-12-14 22:27:35.835614,view,Downtown Dubai,745404
10,438,2025-12-15 22:27:36.479360,view,Palm Jumeirah,1453692
10,173,2025-12-15 22:27:37.921927,view,Palm Jumeirah,1504001
10,954,2025-12-16 22:27:35.021784,view,Downtown Dubai,1152755
10,488,2025-12-18 22:27:32.923922,view,Downtown Dubai,1013313
10,452,2025-12-20 22:27:33.439002,view,Downtown Dubai,902980
10,615,2025-12-20 22:27:33.798437,shortlist,JVC,1237954
10,874,2025-12-20 22:27:37.725098,view,Marina,1208672
10,439,2025-12-21 22:27:34.316827,view,Palm Jumeirah,717770
10,723,2025-12-24 22:27:31.888534,view,Palm Jumeirah,1969793
11,773,2025-11-28 22:27:35.977057,view,JVC,1253494
11,167,2025-12-01 22:27:34.225051,view,Palm Jumeirah,922381
11,46,2025-12-01 22:27:37.042084,view,JVC,788963
11,776,2025-12-02 22:27:34.801395,view,Downtown Dubai,1267876
11,153,2025-12-06 22:27:35.179400,view,Marina,663834
11,957,2025-12-06 22:27:37.646283,view,Business Bay,1243088
11,386,2025-12-09 22:27:36.056661,view,Business Bay,1102276
11,439,2025-12-12 22:27:32.343943,view,Palm Jumeirah,717770
11,113,2025-12-12 22:27:37.484200,view,Palm Jumeirah,1309178
11,772,2025-12-13 22:27:34.505647,view,Business Bay,1535891
11,703,2025-12-16 22:27:33.018245,view,Marina,1363659
11,171,2025-12-16 22:27:36.416141,view,Marina,901067
11,730,2025-12-20 22:27:35.791868,view,Palm Jumeirah,1949991
11,703,2025-12-23 22:27:33.359702,view,Marina,1363659
11,740,2025-12-26 22:27:32.617742,view,Palm Jumeirah,1192137
12,711,2025-11-28 22:27:33.018245,view,Marina,1607810
12,950,2025-11-29 22:27:34.537135,view,Marina,595556
12,817,2025-11-30 22:27:33.861224,contact_agent,Business Bay,549976
12,150,2025-12-02 22:27:32.646960,contact_agent,Palm Jumeirah,595028
12,985,2025-12-04 22:27:32.466222,view,Marina,1552425
12,62,2025-12-05 22:27:32.626522,view,Marina,808449
12,925,2025-12-10 22:27:32.162922,view,Downtown Dubai,1690456
12,29,2025-12-10 22:27:34.990265,view,Downtown Dubai,779215
12,925,2025-12-13 22:27:32.094821,view,Downtown Dubai,1690456
12,648,2025-12-14 22:27:33.312669,contact_agent,Marina,1052439
12,216,2025-12-15 22:27:32.521225,view,Palm Jumeirah,1369807
12,6,2025-12-16 22:27:32.300690,view,JVC,1728807
12,670,2025-12-16 22:27:33.049967,view,JVC,1244748
12,986,2025-12-19 22:27:36.542092,view,Marina,1277567
12,321,2025-12-21 22:27:32.436457,view,Downtown Dubai,1199539
12,131,2025-12-24 22:27:32.106726,view,Marina,914994
12,608,2025-12-25 22:27:31.951629,view,JVC,1605710
12,934,2025-12-25 22:27:33.548940,view,Marina,1888509
12,902,2025-12-25 22:27:35.776109,view,Downtown Dubai,625355
12,501,2025-12-27 22:27:34.066676,view,Palm Jumeirah,1972542
13,320,2025-11-28 22:27:37.598447,view,JVC,1248736
13,406,2025-11-29 22:27:34.895998,view,Marina,1643647
13,425,2025-11-30 22:27:35.555661,view,Marina,625438
13,658,2025-12-02 22:27:33.971918,view,Business Bay,642980
13,778,2025-12-05 22:27:33.344050,view,Palm Jumeirah,1706184
13,738,2025-12-06 22:27:33.707319,shortlist,JVC,639227
13,419,2025-12-07 22:27:37.547888,contact_agent,Downtown Dubai,1662189
13,709,2025-12-08 22:27:34.245411,view,Palm Jumeirah,1656618
13,640,2025-12-09 22:27:37.598447,view,Business Bay,1947947
13,830,2025-12-10 22:27:34.442915,view,Business Bay,545475
13,999,2025-12-11 22:27:33.359702,view,Marina,1278799
13,841,2025-12-12 22:27:33.643839,view,Marina,1968919
13,429,2025-12-12 22:27:33.971918,view,Business Bay,1135719
13,703,2025-12-13 22:27:33.892633,view,Marina,1363659
13,686,2025-12-21 22:27:37.517103,view,Marina,624932
13,311,2025-12-24 22:27:31.806921,view,Palm Jumeirah,828821
13,148,2025-12-24 22:27:32.031021,view,Downtown Dubai,1857453
14,928,2025-11-28 22:27:35.053501,view,Marina,654692
14,307,2025-11-30 22:27:34.958835,view,Marina,1219407
14,646,2025-12-01 22:27:32.733847,contact_agent,Marina,1028714
14,240,2025-12-01 22:27:33.517603,view,Business Bay,692512
14,611,2025-12-01 22:27:37.329450,view,Downtown Dubai,1306564
14,173,2025-12-08 22:27:32.351950,view,Palm Jumeirah,1504001
14,510,2025-12-09 22:27:37.894581,shortlist,Marina,1656083
14,488,2025-12-11 22:27:32.765914,contact_agent,Downtown Dubai,1013313
14,275,2025-12-11 22:27:33.439002,view,Downtown Dubai,1356626
14,705,2025-12-14 22:27:33.375807,contact_agent,Business Bay,1703920
14,197,2025-12-15 22:27:34.974549,shortlist,Business Bay,862455
14,45,2025-12-16 22:27:34.316827,view,JVC,739968
14,738,2025-12-17 22:27:33.711462,view,JVC,639227
14,990,2025-12-19 22:27:31.856924,view,Downtown Dubai,551707
14,855,2025-12-19 22:27:37.646283,view,JVC,1101891
14,399,2025-12-23 22:27:32.162922,view,Downtown Dubai,1090381
14,529,2025-12-24 22:27:33.049967,view,Palm Jumeirah,1314422
14,536,2025-12-24 22:27:34.880092,view,JVC,1916842
14,394,2025-12-24 22:27:35.650122,view,Marina,1288140
14,227,2025-12-25 22:27:35.350476,view,Downtown Dubai,1842057
14,321,2025-12-26 22:27:34.600305,view,Downtown Dubai,1199539
15,501,2025-12-02 22:27:33.138520,view,Palm Jumeirah,1972542
15,166,2025-12-06 22:27:33.049967,view,Palm Jumeirah,1352746
15,905,2025-12-06 22:27:35.993182,view,Palm Jumeirah,1875607
15,880,2025-12-07 22:27:35.429279,view,JVC,1883875
15,617,2025-12-08 22:27:32.420704,view,Business Bay,1207173
15,155,2025-12-08 22:27:35.791868,view,Downtown Dubai,1729787
15,740,2025-12-09 22:27:35.760271,view,Palm Jumeirah,1192137
15,102,2025-12-10 22:27:37.544820,view,Marina,975595
15,434,2025-12-11 22:27:33.344050,view,JVC,681948
15,418,2025-12-12 22:27:32.733847,view,JVC,1972178
15,416,2025-12-14 22:27:37.582497,view,Downtown Dubai,1092632
15,162,2025-12-15 22:27:31.999113,view,Marina,785711
15,607,2025-12-17 22:27:31.951629,view,Downtown Dubai,562507
15,32,2025-12-18 22:27:35.618659,contact_agent,Downtown Dubai,773349
15,526,2025-12-18 22:27:36.463705,view,JVC,1078526
15,699,2025-12-19 22:27:32.330193,view,Business Bay,1906978
15,583,2025-12-20 22:27:36.700206,view,Palm Jumeirah,618581
15,678,2025-12-23 22:27:37.057747,shortlist,JVC,1056718
15,986,2025-12-24 22:27:34.974549,contact_agent,Marina,1277567
15,118,2025-12-24 22:27:35.195138,view,Business Bay,1521469
15,605,2025-12-24 22:27:36.447880,view,Downtown Dubai,1517481
15,798,2025-12-25 22:27:37.309782,view,JVC,1924663
15,545,2025-12-26 22:27:36.916072,view,JVC,1460652
16,286,2025-11-28 22:27:35.650122,view,Business Bay,1184029
16,500,2025-11-28 22:27:36.214007,view,Business Bay,954418
16,927,2025-11-29 22:27:32.122325,view,Business Bay,1490029
16,70,2025-11-29 22:27:35.226970,view,Business Bay,1345474
16,197,2025-12-03 22:27:35.587005,view,Business Bay,862455
16,802,2025-12-04 22:27:34.097995,view,JVC,1301955
16,45,2025-12-05 22:27:37.894581,view,JVC,739968
16,240,2025-12-06 22:27:31.919915,view,Business Bay,692512
16,286,2025-12-08 22:27:37.120546,view,Business Bay,1184029
16,768,2025-12-10 22:27:31.904226,view,JVC,1206673
16,334,2025-12-10 22:27:37.921589,view,JVC,1328791
16,957,2025-12-15 22:27:36.229728,shortlist,Business Bay,1243088
16,319,2025-12-16 22:27:35.897847,view,Business Bay,1307744
16,916,2025-12-21 22:27:34.711013,contact_agent,JVC,631184
16,222,2025-12-22 22:27:31.856924,view,Business Bay,1249971
16,98,2025-12-23 22:27:33.018245,view,JVC,1127220
16,854,2025-12-23 22:27:37.357047,view,Business Bay,1420114
16,735,2025-12-24 22:27:33.845565,view,Business Bay,1112181
16,413,2025-12-25 22:27:37.468620,view,Business Bay,841207
16,9,2025-12-25 22:27:37.740841,contact_agent,JVC,914600
16,916,2025-12-27 22:27:35.850785,view,JVC,631184
17,29,2025-11-28 22:27:36.826108,view,Downtown Dubai,779215
17,957,2025-11-29 22:27:36.368381,view,Business Bay,1243088
17,413,2025-12-02 22:27:32.308697,view,Business Bay,841207
17,801,2025-12-04 22:27:36.103957,view,Business Bay,1186268
17,791,2025-12-06 22:27:35.291343,view,Palm Jumeirah,725391
17,103,2025-12-07 22:27:32.892157,view,Downtown Dubai,1965744
17,468,2025-12-07 22:27:34.066676,view,Downtown Dubai,1797991
17,439,2025-12-07 22:27:34.631909,view,Palm Jumeirah,717770
17,408,2025-12-08 22:27:32.164923,view,Marina,1916953
17,419,2025-12-08 22:27:34.035360,contact_agent,Downtown Dubai,1662189
17,232,2025-12-10 22:27:31.904226,view,JVC,1685111
17,594,2025-12-12 22:27:31.935927,view,Downtown Dubai,1794315
17,826,2025-12-12 22:27:36.589762,view,JVC,1895796
17,453,2025-12-13 22:27:34.785732,shortlist,Marina,1538336
17,25,2025-12-15 22:27:33.281284,view,Downtown Dubai,1275158
17,145,2025-12-15 22:27:36.400390,view,Palm Jumeirah,577175
17,880,2025-12-16 22:27:35.618659,view,JVC,1883875
17,311,2025-12-17 22:27:37.230825,view,Palm Jumeirah,828821
17,917,2025-12-17 22:27:37.835300,view,JVC,1635627
17,134,2025-12-18 22:27:31.848591,view,JVC,1576941
17,957,2025-12-18 22:27:33.892633,view,Business Bay,1243088
17,525,2025-12-18 22:27:37.598447,shortlist,Marina,941904
17,330,2025-12-21 22:27:32.062391,view,JVC,1833572
17,640,2025-12-27 22:27:32.534975,view,Business Bay,1947947
18,651,2025-11-29 22:27:32.876025,view,JVC,1278883
18,632,2025-11-29 22:27:34.990265,view,Business Bay,792575
18,474,2025-12-02 22:27:32.456213,shortlist,JVC,659292
18,32,2025-12-02 22:27:35.665778,view,Downtown Dubai,773349
18,718,2025-12-03 22:27:35.366371,view,Downtown Dubai,1849590
18,280,2025-12-04 22:27:35.776109,view,Downtown Dubai,970529
18,91,2025-12-04 22:27:36.931724,view,Downtown Dubai,1804766
18,551,2025-12-05 22:27:36.368381,view,JVC,1255612
18,368,2025-12-06 22:27:35.866469,view,Business Bay,626060
18,227,2025-12-07 22:27:32.210177,contact_agent,Downtown Dubai,1842057
18,771,2025-12-07 22:27:35.697261,view,Downtown Dubai,1661068
18,328,2025-12-07 22:27:37.709313,view,Marina,1727146
18,678,2025-12-07 22:27:37.788279,view,JVC,1056718
18,870,2025-12-09 22:27:35.719527,view,Palm Jumeirah,542291
18,301,2025-12-11 22:27:34.225051,view,JVC,1173218
18,750,2025-12-13 22:27:37.372983,view,Palm Jumeirah,1894316
18,42,2025-12-15 22:27:32.122325,contact_agent,JVC,1032726
18,983,2025-12-16 22:27:35.634416,view,Business Bay,1414565
18,834,2025-12-18 22:27:37.183700,view,Marina,1344081
18,509,2025-12-21 22:27:33.265626,view,Downtown Dubai,1695885
18,970,2025-12-21 22:27:35.116356,view,Palm Jumeirah,1579525
18,904,2025-12-22 22:27:35.523435,view,JVC,1115937
18,741,2025-12-26 22:27:34.568462,view,JVC,781854
19,785,2025-11-29 22:27:32.239683,view,Business Bay,1128889
19,862,2025-12-01 22:27:35.350476,view,Business Bay,1037977
19,197,2025-12-02 22:27:32.685978,view,Business Bay,862455
19,922,2025-12-06 22:27:32.939586,view,JVC,1353392
19,658,2025-12-06 22:27:36.056661,view,Business Bay,642980
19,135,2025-12-07 22:27:36.119817,view,JVC,965982
19,667,2025-12-09 22:27:31.967677,view,JVC,1264265
19,320,2025-12-09 22:27:34.427263,view,JVC,1248736
19,785,2025-12-10 22:27:35.945263,view,Business Bay,1128889
19,634,2025-12-13 22:27:36.963350,view,JVC,529336
19,585,2025-12-14 22:27:37.548923,contact_agent,JVC,838540
19,301,2025-12-15 22:27:33.018245,view,JVC,1173218
19,632,2025-12-15 22:27:33.798437,shortlist,Business Bay,792575
19,413,2025-12-20 22:27:31.872672,contact_agent,Business Bay,841207
19,334,2025-12-21 22:27:35.350476,view,JVC,1328791
19,904,2025-12-21 22:27:36.715861,view,JVC,1115937
19,130,2025-12-23 22:27:33.767085,view,JVC,739017
19,301,2025-12-24 22:27:31.792106,view,JVC,1173218
19,286,2025-12-24 22:27:34.066676,view,Business Bay,1184029
19,556,2025-12-25 22:27:34.695292,view,Business Bay,785622
19,967,2025-12-25 22:27:37.420667,view,JVC,1022154
20,297,2025-12-02 22:27:33.460423,view,Marina,1697162
20,674,2025-12-02 22:27:33.735638,view,Downtown Dubai,1234275
20,941,2025-12-06 22:27:32.670306,view,JVC,1047219
20,173,2025-12-06 22:27:36.103957,view,Palm Jumeirah,1504001
20,294,2025-12-09 22:27:32.424708,view,Business Bay,1861303
20,846,2025-12-09 22:27:35.618659,view,Business Bay,1920858
20,890,2025-12-10 22:27:37.709313,view,Downtown Dubai,1523920
20,645,2025-12-11 22:27:35.744617,view,Marina,879039
20,791,2025-12-12 22:27:32.338200,view,Palm Jumeirah,725391
20,560,2025-12-13 22:27:37.026214,view,Marina,1896436
20,693,2025-12-14 22:27:32.781570,view,Palm Jumeirah,789220
20,556,2025-12-17 22:27:36.214007,view,Business Bay,785622
20,453,2025-12-20 22:27:34.785732,view,Marina,1538336
20,294,2025-12-21 22:27:32.876025,shortlist,Business Bay,1861303
20,274,2025-12-25 22:27:37.540794,view,Palm Jumeirah,1361069
20,627,2025-12-27 22:27:34.097995,view,JVC,1415113
21,334,2025-11-28 22:27:36.416141,view,JVC,1328791
21,334,2025-11-29 22:27:35.116356,view,JVC,1328791
21,632,2025-12-01 22:27:34.764706,view,Business Bay,792575
21,862,2025-12-02 22:27:32.290942,view,Business Bay,1037977
21,130,2025-12-03 22:27:34.411577,view,JVC,739017
21,773,2025-12-03 22:27:37.598447,view,JVC,1253494
21,530,2025-12-05 22:27:35.242661,view,Business Bay,1234983
21,7,2025-12-07 22:27:33.187991,view,Business Bay,622775
21,177,2025-12-07 22:27:34.880092,view,Business Bay,1255111
21,634,2025-12-08 22:27:33.987977,view,JVC,529336
21,42,2025-12-11 22:27:37.026214,view,JVC,1032726
21,421,2025-12-12 22:27:33.956201,view,JVC,914299
21,634,2025-12-15 22:27:35.882131,view,JVC,529336
21,130,2025-12-16 22:27:35.179400,view,JVC,739017
21,922,2025-12-20 22:27:36.574102,view,JVC,1353392
21,177,2025-12-23 22:27:36.916072,view,Business Bay,1255111
21,530,2025-12-24 22:27:34.990265,view,Business Bay,1234983
21,132,2025-12-27 22:27:31.827705,view,Business Bay,1441768
22,414,2025-11-28 22:27:37.136251,view,Palm Jumeirah,1730746
22,381,2025-11-29 22:27:33.720913,view,Palm Jumeirah,1692931
22,895,2025-12-01 22:27:35.302649,view,Marina,797675
22,186,2025-12-05 22:27:32.121218,shortlist,Business Bay,588668
22,985,2025-12-06 22:27:35.084845,view,Marina,1552425
22,394,2025-12-07 22:27:34.958835,view,Marina,1288140
22,723,2025-12-11 22:27:35.460757,view,Palm Jumeirah,1969793
22,886,2025-12-14 22:27:37.278440,view,JVC,1192924
22,782,2025-12-17 22:27:34.097995,view,Palm Jumeirah,1215339
22,523,2025-12-19 22:27:37.899051,view,Downtown Dubai,769160
22,875,2025-12-20 22:27:32.597986,view,Downtown Dubai,837369
22,788,2025-12-23 22:27:32.491722,view,Downtown Dubai,1425779
22,803,2025-12-24 22:27:33.612454,contact_agent,JVC,1611009
22,993,2025-12-25 22:27:36.842168,view,JVC,1588963
22,461,2025-12-26 22:27:37.788279,view,Palm Jumeirah,1886689
22,619,2025-12-27 22:27:32.401210,view,Marina,1561404
23,853,2025-11-29 22:27:34.990265,view,Marina,1284192
23,62,2025-12-03 22:27:37.819617,view,Marina,808449
23,742,2025-12-06 22:27:35.791868,view,Marina,1160327
23,880,2025-12-06 22:27:37.559398,view,JVC,1883875
23,991,2025-12-09 22:27:34.474315,view,Downtown Dubai,780833
23,418,2025-12-10 22:27:35.211244,view,JVC,1972178
23,526,2025-12-10 22:27:37.614489,view,JVC,1078526
23,853,2025-12-11 22:27:33.603549,view,Marina,1284192
23,735,2025-12-12 22:27:35.258429,view,Business Bay,1112181
23,723,2025-12-13 22:27:37.788279,view,Palm Jumeirah,1969793
23,608,2025-12-16 22:27:34.616250,view,JVC,1605710
23,128,2025-12-18 22:27:34.864304,view,Palm Jumeirah,1015693
23,138,2025-12-19 22:27:34.911693,view,Downtown Dubai,1664795
