property_id,type,location,bedrooms,price,area_sqft,listing_freshness,roi_potential
214,Townhouse,Palm Jumeirah,2,3872455,2188,Old,Medium
215,Townhouse,Downtown Dubai,4,4768173,4100,Old,Medium
216,Apartment,Palm Jumeirah,2,1369807,2863,Old,Medium
217,Penthouse,Palm Jumeirah,2,4896720,1567,Old,Medium
218,Apartment,JVC,1,4570028,4293,Old,Medium
219,Penthouse,Business Bay,1,3164496,1496,Old,Medium
220,Townhouse,Marina,1,3372176,3079,Old,Medium
221,Townhouse,Business Bay,1,1869277,2247,Old,Medium
222,Townhouse,Business Bay,5,1249971,4304,Old,High
223,Villa,Palm Jumeirah,1,3093659,904,Old,Medium
224,Penthouse,Business Bay,5,4666233,2021,New,Medium
225,Villa,Downtown Dubai,5,4960276,2872,New,Medium
226,Villa,Palm Jumeirah,1,4575837,2946,Old,Medium
227,Apartment,Downtown Dubai,3,1842057,1787,Old,Medium
228,Villa,Marina,4,2733706,3394,Old,Medium
229,Apartment,Palm Jumeirah,2,985757,4216,New,Medium
230,Apartment,Marina,5,2554376,1117,New,Medium
231,Villa,Palm Jumeirah,4,2779176,3884,Old,Medium
232,Penthouse,JVC,3,1685111,4834,Old,Medium
233,Penthouse,Business Bay,2,2892919,1058,Old,Medium
234,Penthouse,JVC,2,2000948,4408,Old,Medium
235,Penthouse,Marina,5,4607834,4924,Old,Medium
236,Penthouse,Business Bay,1,2908630,4634,Old,Medium
237,Villa,Palm Jumeirah,3,2094918,4164,Old,Medium
238,Villa,Business Bay,5,3202994,3389,Old,Medium
239,Townhouse,Downtown Dubai,3,3204716,2504,Old,Medium
240,Penthouse,Business Bay,1,692512,1655,Old,High
241,Villa,Downtown Dubai,1,4214379,2882,Old,Medium
242,Townhouse,Business Bay,5,4885724,783,Old,Medium
243,Penthouse,Downtown Dubai,1,2049420,3007,New,Medium
244,Apartment,Marina,4,2575915,593,Old,Medium
245,Townhouse,JVC,2,3848924,4207,Old,Medium
246,Villa,Palm Jumeirah,5,3845647,4119,Old,Medium
247,Apartment,Business Bay,3,4400379,2981,Old,Medium
248,Apartment,JVC,4,4304409,2965,Old,Medium
249,Apartment,Palm Jumeirah,5,3464932,3163,New,Medium
250,Townhouse,Palm Jumeirah,1,1147341,3198,Old,Medium
251,Villa,Downtown Dubai,1,2020982,2739,Old,Medium
252,Apartment,Marina,1,3829693,3806,Old,Medium
253,Penthouse,Marina,1,4498422,1131,Old,Medium
254,Apartment,JVC,3,1701838,3272,Old,Medium
255,Apartment,Marina,4,2664563,3520,Old,Medium
256,Townhouse,Business Bay,2,4979825,4577,Old,Medium
257,Townhouse,Marina,3,4085681,3004,Old,Medium
258,Villa,JVC,3,4908285,2782,Old,Medium
259,Penthouse,Marina,2,2884291,931,Old,Medium
260,Townhouse,Business Bay,2,2595588,4716,Old,Medium
261,Apartment,Downtown Dubai,1,3155982,1034,Old,Medium
262,Villa,JVC,3,4704955,2169,Old,Medium
263,Apartment,Downtown Dubai,5,3744967,4204,Old,Medium
264,Apartment,Downtown Dubai,2,3485696,2770,Old,Medium
265,Townhouse,Downtown Dubai,2,937625,402,Old,Medium
266,Villa,Palm Jumeirah,4,3801106,605,Old,Medium
267,Penthouse,Palm Jumeirah,5,1872070,4535,Old,Medium
268,Penthouse,Downtown Dubai,5,2930721,3021,New,Medium
269,Townhouse,JVC,2,3093726,3290,New,Medium
270,Townhouse,Business Bay,1,4518280,3593,Old,Medium
271,Villa,Business Bay,4,3042017,3066,Old,Medium
272,Penthouse,Marina,5,4950252,3706,Old,Medium
273,Penthouse,JVC,2,2070057,1297,Old,Medium
274,Penthouse,Palm Jumeirah,5,1361069,1485,Old,Medium
275,Apartment,Downtown Dubai,4,1356626,1679,Old,Medium
276,Penthouse,Marina,4,2661352,1070,Old,Medium
277,Apartment,Business Bay,3,606022,1905,New,High
278,Villa,Palm Jumeirah,2,3299131,3975,Old,Medium
279,Apartment,Palm Jumeirah,4,3707796,2355,Old,Medium
280,Villa,Downtown Dubai,3,970529,649,New,Medium
281,Penthouse,Business Bay,3,3483516,2292,Old,Medium
282,Penthouse,JVC,5,661445,3839,New,High
283,Villa,Palm Jumeirah,5,4334242,2253,Old,Medium
284,Townhouse,Downtown Dubai,3,3782831,3254,Old,Medium
285,Villa,JVC,5,4918909,1903,Old,Medium
286,Townhouse,Business Bay,4,1184029,3785,Old,High
287,Apartment,Palm Jumeirah,1,1010370,3971,Old,Medium
288,Apartment,JVC,4,2252374,4192,Old,Medium
289,Apartment,JVC,3,4915276,3826,Old,Medium
290,Penthouse,JVC,3,4499694,443,Old,Medium
291,Apartment,Palm Jumeirah,4,3808505,4012,Old,Medium
292,Townhouse,Palm Jumeirah,5,708944,3018,Old,Medium
293,Apartment,Marina,5,3325494,3563,Old,Medium
294,Villa,Business Bay,3,1861303,1688,Old,Medium
295,Villa,Downtown Dubai,2,4701765,3342,Old,Medium
296,Penthouse,JVC,5,3394100,619,Old,Medium
297,Villa,Marina,4,1697162,2325,Old,Medium
298,Townhouse,Downtown Dubai,5,1546161,3372,Old,Medium
299,Apartment,Marina,4,2279685,3913,Old,Medium
300,Penthouse,Palm Jumeirah,3,2397501,2848,Old,Medium
301,Apartment,JVC,5,1173218,3871,Old,High
302,Apartment,Downtown Dubai,4,4385250,3174,Old,Medium
303,Townhouse,Downtown Dubai,3,1103291,1390,Old,Medium
304,Villa,Downtown Dubai,2,3161198,3346,Old,Medium
305,Villa,Downtown Dubai,4,2679431,2212,Old,Medium
306,Apartment,Downtown Dubai,2,4709738,1203,Old,Medium
307,Penthouse,Marina,2,1219407,889,Old,Medium
308,Villa,JVC,1,3038143,3956,New,Medium
309,Penthouse,Palm Jumeirah,5,837913,1893,New,Medium
310,Villa,Palm Jumeirah,4,4415770,4045,New,Medium
311,Penthouse,Palm Jumeirah,2,828821,3291,Old,Medium
312,Townhouse,Palm Jumeirah,1,2680707,2105,New,Medium
313,Penthouse,Marina,3,2201243,3916,New,Medium
314,Townhouse,Business Bay,4,4387008,3740,Old,Medium
315,Townhouse,JVC,2,2312375,453,Old,Medium
316,Penthouse,Downtown Dubai,5,4127447,2975,Old,Medium
317,Townhouse,Business Bay,1,4115652,3991,Old,Medium
318,Apartment,Palm Jumeirah,2,568803,1015,New,Medium
319,Townhouse,Business Bay,5,1307744,1354,Old,High
320,Villa,JVC,2,1248736,2833,Old,High
321,Penthouse,Downtown Dubai,4,1199539,2029,Old,Medium
322,Apartment,Downtown Dubai,4,745404,3181,Old,Medium
323,Penthouse,JVC,4,517297,1049,Old,High
324,Villa,JVC,1,1288443,2747,Old,High
325,Villa,Palm Jumeirah,4,4155074,4890,Old,Medium
326,Villa,Downtown Dubai,5,3765962,3678,New,Medium
327,Townhouse,Business Bay,2,3526394,3040,New,Medium
328,Townhouse,Marina,3,1727146,4201,New,Medium
329,Penthouse,Marina,5,3380304,2961,Old,Medium
330,Penthouse,JVC,5,1833572,3649,Old,Medium
331,Apartment,Palm Jumeirah,4,1115863,770,New,Medium
332,Apartment,Marina,1,4265056,1257,Old,Medium
333,Penthouse,Downtown Dubai,2,3825315,783,Old,Medium
334,Townhouse,JVC,1,1328791,4277,New,High
335,Villa,Business Bay,2,4320887,2952,Old,Medium
336,Penthouse,JVC,2,3346274,4734,New,Medium
337,Apartment,Business Bay,1,4895564,4690,Old,Medium
338,Townhouse,JVC,5,876794,3125,Old,High
339,Penthouse,JVC,2,4378450,4434,Old,Medium
340,Penthouse,JVC,1,3533349,3693,New,Medium
341,Townhouse,Business Bay,2,2021466,4651,Old,Medium
342,Penthouse,Business Bay,3,2980252,4388,New,Medium
343,Townhouse,JVC,5,1282877,1322,New,High
344,Villa,Marina,4,4385180,3315,Old,Medium
345,Townhouse,Palm Jumeirah,2,4110793,3350,Old,Medium
346,Townhouse,Palm Jumeirah,3,3799973,3446,Old,Medium
347,Townhouse,Palm Jumeirah,4,3580977,1374,Old,Medium
348,Penthouse,Business Bay,4,2799899,1630,Old,Medium
349,Penthouse,Business Bay,2,2472424,2835,New,Medium
350,Townhouse,Marina,1,1836092,2214,New,Medium
351,Penthouse,Palm Jumeirah,2,1350350,3334,Old,Medium
352,Apartment,Palm Jumeirah,3,3979027,1763,Old,Medium
353,Apartment,JVC,4,3705228,4340,Old,Medium
354,Penthouse,Business Bay,2,667647,603,Old,High
355,Penthouse,Palm Jumeirah,1,2833679,560,Old,Medium
356,Townhouse,Marina,2,935477,4887,Old,Medium
357,Villa,Marina,5,2183523,1168,Old,Medium
358,Penthouse,Palm Jumeirah,1,4696656,4148,Old,Medium
359,Apartment,Business Bay,3,4827308,2981,Old,Medium
360,Townhouse,Marina,4,3460033,1493,Old,Medium
361,Penthouse,JVC,2,2081420,4900,Old,Medium
362,Apartment,Marina,1,1286261,1007,Old,Medium
363,Apartment,Downtown Dubai,5,3994708,1940,Old,Medium
364,Villa,Downtown Dubai,1,3328630,3275,Old,Medium
365,Townhouse,Business Bay,5,4744402,3591,Old,Medium
366,Townhouse,Palm Jumeirah,3,3579042,2237,New,Medium
367,Villa,Business Bay,4,3262081,1089,Old,Medium
368,Villa,Business Bay,3,626060,4159,Old,High
369,Townhouse,Business Bay,2,4824848,3349,Old,Medium
370,Townhouse,Business Bay,1,3296461,2503,Old,Medium
371,Penthouse,JVC,5,3577099,765,Old,Medium
372,Penthouse,JVC,5,3344180,3975,Old,Medium
373,Villa,Marina,1,3121578,4950,Old,Medium
374,Penthouse,Downtown Dubai,1,2172795,4599,Old,Medium
375,Apartment,Business Bay,2,4593886,4572,Old,Medium
376,Penthouse,Marina,3,2754103,4725,Old,Medium
377,Penthouse,Downtown Dubai,5,3439362,2778,New,Medium
378,Apartment,Palm Jumeirah,2,1062060,1605,Old,Medium
379,Villa,JVC,3,2006145,4239,New,Medium
380,Apartment,Downtown Dubai,2,3148202,3135,Old,Medium
381,Penthouse,Palm Jumeirah,5,1692931,3747,Old,Medium
382,Villa,Downtown Dubai,1,1371522,2075,Old,Medium
383,Penthouse,JVC,1,2042247,698,Old,Medium
384,Apartment,JVC,3,4872216,1356,New,Medium
385,Apartment,Marina,4,2681906,1514,Old,Medium
386,Penthouse,Business Bay,3,1102276,2905,Old,High
387,Townhouse,Downtown Dubai,4,2000134,1874,Old,Medium
388,Townhouse,Downtown Dubai,2,3104884,4860,Old,Medium
389,Apartment,Palm Jumeirah,2,2205243,4846,New,Medium
390,Apartment,JVC,5,4774692,4126,New,Medium
391,Townhouse,Downtown Dubai,4,4522928,3871,New,Medium
392,Townhouse,JVC,5,739779,3228,New,High
393,Penthouse,Downtown Dubai,1,3475605,3250,Old,Medium
394,Penthouse,Marina,4,1288140,2906,Old,Medium
395,Townhouse,Business Bay,3,4058539,4170,Old,Medium
396,Penthouse,Downtown Dubai,1,4246037,3364,Old,Medium
397,Penthouse,JVC,1,2623238,4994,New,Medium
398,Villa,Marina,3,2118963,1349,Old,Medium
399,Penthouse,Downtown Dubai,1,1090381,3250,New,Medium
400,Apartment,Palm Jumeirah,4,3432235,565,Old,Medium
401,Penthouse,Business Bay,5,4183909,3886,Old,Medium
402,Penthouse,Downtown Dubai,1,2039600,2909,New,Medium
403,Townhouse,Marina,4,2727503,1319,Old,Medium
404,Apartment,Palm Jumeirah,2,4732939,513,Old,Medium
405,Penthouse,Marina,4,3570771,3904,Old,Medium
406,Penthouse,Marina,5,1643647,1391,Old,Medium
407,Villa,Palm Jumeirah,4,4111646,4239,New,Medium
408,Penthouse,Marina,3,1916953,1658,Old,Medium
409,Penthouse,Palm Jumeirah,5,3194245,3826,Old,Medium
410,Villa,Downtown Dubai,2,4622186,914,New,Medium
411,Townhouse,Palm Jumeirah,3,921280,3596,Old,Medium
412,Penthouse,Palm Jumeirah,4,1409245,4834,New,Medium
413,Villa,Business Bay,5,841207,2984,Old,High
414,Apartment,Palm Jumeirah,2,1730746,467,New,Medium
415,Townhouse,Palm Jumeirah,3,3789791,1996,Old,Medium
416,Apartment,Downtown Dubai,2,1092632,4878,Old,Medium
417,Apartment,Business Bay,4,4537106,418,Old,Medium
418,Villa,JVC,2,1972178,3130,Old,Medium
419,Penthouse,Downtown Dubai,1,1662189,3921,Old,Medium
420,Villa,Downtown Dubai,3,4370426,972,Old,Medium
421,Villa,JVC,2,914299,2658,Old,High
422,Villa,Palm Jumeirah,4,2881486,3302,Old,Medium
423,Villa,Marina,4,4176158,1050,New,Medium
424,Townhouse,Business Bay,2,4661900,2987,New,Medium
425,Penthouse,Marina,4,625438,3662,Old,Medium
426,Apartment,JVC,5,4270183,1738,Old,Medium
427,Apartment,Downtown Dubai,5,2417043,4034,Old,Medium
428,Penthouse,Downtown Dubai,5,2699391,3227,Old,Medium
429,Apartment,Business Bay,1,1135719,2617,Old,High
430,Penthouse,Downtown Dubai,2,3301445,3939,Old,Medium
431,Apartment,Downtown Dubai,1,1308258,1437,Old,Medium
432,Villa,Business Bay,4,3364140,4783,Old,Medium
433,Apartment,Business Bay,1,4064462,4378,New,Medium
434,Penthouse,JVC,4,681948,3361,Old,High
435,Penthouse,Downtown Dubai,4,3082814,3626,New,Medium
436,Penthouse,Downtown Dubai,3,4269457,1498,New,Medium
437,Penthouse,JVC,5,1706751,2724,Old,Medium
438,Penthouse,Palm Jumeirah,4,1453692,1339,Old,Medium
439,Townhouse,Palm Jumeirah,3,717770,4116,Old,Medium
440,Townhouse,Palm Jumeirah,5,4599906,3814,Old,Medium
441,Apartment,JVC,4,2937245,1848,Old,Medium
442,Penthouse,Downtown Dubai,4,3202882,970,New,Medium
443,Apartment,JVC,1,2290008,3304,Old,Medium
444,Penthouse,JVC,1,2326525,2905,Old,Medium
445,Penthouse,Palm Jumeirah,5,1838530,1317,Old,Medium
446,Townhouse,Marina,4,4966951,2274,Old,Medium
447,Townhouse,Downtown Dubai,2,2681913,2078,Old,Medium
448,Villa,Palm Jumeirah,1,1978768,1015,Old,Medium
449,Townhouse,Marina,5,2065213,4901,Old,Medium
450,Villa,Marina,4,3263398,2149,Old,Medium
451,Villa,Business Bay,4,1188152,4225,Old,High
452,Villa,Downtown Dubai,2,902980,4588,Old,Medium
453,Villa,Marina,5,1538336,2877,Old,Medium
454,Villa,Palm Jumeirah,4,3378350,3905,Old,Medium
455,Apartment,Business Bay,1,1668932,3875,Old,Medium
456,Townhouse,Downtown Dubai,2,1949087,4929,Old,Medium
457,Villa,JVC,5,3031528,1535,Old,Medium
458,Penthouse,Palm Jumeirah,2,2608542,4400,New,Medium
459,Townhouse,Marina,1,1437635,774,New,Medium
460,Townhouse,Marina,5,4002626,606,Old,Medium
461,Villa,Palm Jumeirah,2,1886689,1719,Old,Medium
462,Apartment,Marina,3,4316126,1541,New,Medium
463,Villa,Business Bay,1,3566983,3090,Old,Medium
464,Apartment,Downtown Dubai,1,3346230,3655,New,Medium
465,Penthouse,Business Bay,1,2618433,489,Old,Medium
466,Townhouse,Marina,3,4956397,4508,Old,Medium
467,Penthouse,JVC,3,4178621,3420,New,Medium
468,Apartment,Downtown Dubai,4,1797991,2257,New,Medium
469,Apartment,Downtown Dubai,2,4231404,1204,Old,Medium
470,Penthouse,Palm Jumeirah,4,2314188,1344,Old,Medium
471,Apartment,Palm Jumeirah,2,2607359,3189,Old,Medium
472,Penthouse,JVC,3,718401,4275,Old,High
473,Townhouse,Downtown Dubai,3,1485132,2010,Old,Medium
474,Penthouse,JVC,4,659292,3323,New,High
